rainforest	ˈreɪnfəʊrɪst	ˈreɪnfɒrɪst
waterfall	ˈwɔːtərfɔːl	ˈwɔːtəfɔːl
grassland	ˈɡræsˌlænd	ˈɡrɑːsˌlænd
wet	wet	wet
plant	plænt	plɑːnt
animal	ˈænɪməl	ˈænɪməl
fall	fɔːl	fɔːl
hill	hɪl	hɪl
grass	ɡræs	ɡrɑːs
elephant	ˈelɪfənt	ˈelɪfənt
air	er	eə(r)
top	tɑːp	tɒp
place	pleɪs	pleɪs
climate	ˈklɑːmət	ˈklɑːmət
house	haʊs	haʊs
window	ˈwɪndəʊ	ˈwɪndəʊ
get	ɡet	ɡet
bat	bæt	bæt
fly	flaɪ	flaɪ
active	ˈæktɪv	ˈæktɪv
night	naɪt	naɪt
panda	ˈpændə	ˈpændə
tail	tɛɪl	tɛɪl
bamboo	bæmˈbuː	bæmˈbuː
brown	braʊn	braʊn
bear	ber	beəˈbɛə(r)
forest	ˈfɔːrɪst	ˈfɔːrɪst
north	nɔːrθ	nɔːθ
fish	fɪʃ	fɪʃ
think	θɪŋk	θɪŋk
these	ðiːz	ðiːz
grow	ɡrəʊ	ɡrəʊ
May	meɪ	meɪ
June	dʒuːn	dʒuːn
green	ɡriːn	ɡriːn
plenty	ˈplenti	ˈplenti
few	fjuː	fjuː
wonder	ˈwʌndə(r)	ˈwʌndə(r)
main	meɪn	meɪn
difference	ˈdɪfrəns	ˈdɪfrəns
horse	hɔːrs	hɔːs
drink	drɪŋk	drɪŋk
earth	ɜːθ	ɜːθ
egg	eg	eg
cow	kaʊ	kaʊ
map	mæp	mæp
apple	ˈæpl	ˈæpl
sky	skaɪ	skaɪ
windy	ˈwɪndi	ˈwɪndi
kite	kaɪt	kaɪt
orange	ˈɔːrɪndʒ	ˈɒrɪndʒ
bee	biː	biː
shark	ʃɑːrk	ʃɑːk
climb	klɪm	klɪm
monkey	ˈmʌŋki	ˈmʌŋki
butterfly	ˈbʌtərflaɪ	ˈbʌtəflaɪ
duck	dʌk	dʌk
call	kɔːl	kɔːl
understand	ʌndəˈstænd	ʌndəˈstænd
wild	waɪld	waɪld
rest	rest	rest
under	ˈʌndə(r)	ˈʌndə(r)
bring	brɪŋ	brɪŋ
importance	ɪmˈpɔːrts	ɪmˈpɔːtns
fresh	freʃ	freʃ
everyday	ˈevriːdeɪ	ˈevriːdeɪ
milk	mɪlk	mɪlk
south	saʊθ	saʊθ
will	wɪl	wɪl
world	wɜːrld	wɜːld
healthy	ˈhelθi	ˈhelθi
fire	ˈfaɪə(r)	ˈfaɪə(r)
noodle	ˈnuːdl	ˈnuːdl
dumpling	ˈdʌmplɪŋ	ˈdʌmplɪŋ
river	ˈrɪvə(r)	ˈrɪvə(r)
vegetable	ˈvedʒtəbl	ˈvedʒtəbl
rice	raɪs	raɪs
celebrate	ˈselɪbreɪt	ˈselɪbreɪt
double	ˈdʌbl	ˈdʌbl
ninth	ˈnaɪnθ	ˈnaɪnθ
festival	ˈfestɪvl	ˈfestɪvl
tomb	tʌm	tʌm
sweep	swɪp	swɪp
dragon	ˈdræɡən	ˈdræɡən
lantern	ˈlæntərn	ˈlæntən
lunar	ˈluːnə(r)	ˈluːnə(r)
August	ˈɔːɡəst	ˈɔːɡəst
mooncake	ˈmuːnkeɪk	ˈmuːnkeɪk
moon	muːn	muːn
January	ˈdʒænjuəri	ˈdʒænjuəri
lucky	ˈlʌki	ˈlʌki
money	ˈmʌni	ˈmʌni
around	əˈraʊnd	əˈraʊnd
April	ˈeɪprəl	ˈeɪprəl
late	let	let
month	mʌnθ	mʌnθ
July	dʒuˈlaɪ	dʒuˈlaɪ
fifth	fɪfθ	fɪfθ
labour	ˈleɪbə(r)	ˈleɪbə(r)
holiday	ˈhaɪlədeɪ	ˈhɒlədeɪ
buy	bai	bai
remember	rɪˈmembə(r)	rɪˈmembə(r)
thank	θæŋk	θæŋk
Christmas	ˈkrɪsməs	ˈkrɪsməs
light	laɪt	laɪt
paper	ˈpeɪpə(r)	ˈpeɪpə(r)
then	ðen	ðen
present	ˈpreznt	ˈpreznt
Confucius	kənˈfjuːəs	kənˈfjuːəs
thinker	ˈθɪŋkə(r)	ˈθɪŋkə(r)
word	wɜːrd	wɜːd
another	əˈnʌðə(r)	əˈnʌðə(r)
September	septˈembə(r)	septˈembə(r)
should	ʃʊd	ʃʊd
couplet	ˈkʌplət	ˈkʌplət
last	læst	lɑːst
celebration	ˌselɪˈbreɪʃn	ˌselɪˈbreɪʃn
kitchen	ˈkɪtʃn	ˈkɪtʃn
delicious	dɪˈlɪʃəs	dɪˈlɪʃəs
meal	miːl	miːl
finally	ˈfaɪnəli	ˈfaɪnəli
excited	ɪkˈsaɪtɪd	ɪkˈsaɪtɪd
spend	spend	spend
author	ˈɔːθə(r)	ˈɔːθə(r)
thirteenth	ˌθɜːrˈtiːnθ	ˌθɜːˈtiːnθ
birthday	ˈbɜːθdeɪn	ˈbɜːθdeɪ
hundred	ˈhʌndrəd	ˈhʌndrəd
second	ˈsekənd	ˈsekənd
third	θɜːrd	θɜːd
nine	naɪn	naɪn
twelfth	ˈtwelfθ	ˈtwelfθ
twentieth	ˈtwentiθ	ˈtwentiθ
forty	ˈfɔːrti	ˈfɔːti
fortieth	ˈfɔːrtiθθ	ˈfɔːtiθθ
fifty	ˈfɪfti	ˈfɪfti
ninety	ˈnaɪnti	ˈnaɪnti
fourth	fɔːrθ	fɔːθ
themselves	ðəmsˈselvz	ðəmsˈselvz
hang	hæŋ	hæŋ
date	deɪt	deɪt
square	skwer	skweə(r)
street	ˈstrɪt	ˈstrɪt
prepare	prɪˈper	prɪˈpeə(r)
guess	ɡes	ɡes
riddle	ˈrɪdl	ˈrɪdl
lastly	ˈlæstli	ˈlɑːstli
poster	ˈpəʊstə(r)	ˈpəʊstə(r)
traditional	trəˈdɪʃənl	trəˈdɪʃənl
February	ˈfebruəri	ˈfebruəri
March	mɑːrtʃ	mɑːtʃ
republic	rɪˈpʌblɪk	rɪˈpʌblɪk
Sunday	ˈsʌndi	ˈsʌndə
cake	keɪk	keɪk
calendar	ˈkæləndə(r)	ˈkæləndə(r)
wonderful	ˈwʌndərfl	ˈwʌndəfl
December	dɪˈsembə(r)	dɪˈsembə(r)
midnight	ˈmɪdnɪt	ˈmɪdnɪt
bell	bel	bel
ring	rɪŋ	rɪŋ
say	seɪ	seɪ
luck	lʌk	lʌk
idea	aɪˈdiːə	aɪˈdɪə
what	wʌt	wɒt
your	jʊər	jɔː(r)
please	pliːz	pliːz
dance	dæns	dɑːns
eleven	ɪˈlevn	ɪˈlevn
twelve	ˈtwelv	ˈtwelv
thirteen	ˌθɜːˈtɪn	ˌθɜːˈtɪn
fourteen	ˈfɜːˈtɪn	ˈfɔːˈtɪn
fifteen	ˈfɪfˈtɪn	ˈfɪfˈtɪn
sixteen	ˈsɪksˈtɪn	ˈsɪksˈtɪn
seventeen	ˈsevnˈtɪn	ˈsevnˈtɪn
eighteen	ˈeɪˈtɪn	ˈeɪˈtɪn
nineteen	ˈnænˈtɪn	ˈnænˈtɪn
twenty	ˈtwenti	ˈtwenti
hi	haɪ	haɪ
this	ðɪs	ðɪs
where	wer	weəˈr
from	frʌm	frʌm
and	ænd	ænd
in	ɪn	ɪn
class	klæs	klɑːs
grade	ɡreɪd	ɡreɪd
which	wɪtʃ	wɪtʃ
classmate	ˈklæsmət	ˈklɑːsmət
old	əʊld	əʊld
year	jɪər	jɪə(r)
see	siː	siː
tall	tɔːl	tɔːl
friendly	ˈfrendli	ˈfrendli
three	θriː	θriː
seven	ˈsevn	ˈsevn
kind	kʌnd	kʌnd
draw	drɔː	drɔː
short	ʃɔːrt	ʃɔːt
strong	strɔːŋ	strɒŋ
thin	θɪn	θɪn
run	rʌn	rʌn
cook	kʊk	kʊk
helpful	ˈhelpfl	ˈhelpfl
quiet	ˈkwaɪət	ˈkwaɪət
all	ɔːl	ɔːl
need	niːd	niːd
young	jʌŋ	jʌŋ
together	təˈɡeðə(r)	təˈɡeðə(r)
help	help	help
each	iːtʃ	iːtʃ
other	ˈʌðə(r)	ˈʌðə(r)
best	best	best
six	siks	siks
here	hɪr	hiə(r)
at	æt	æt
have	hæv	hæv
has	hæz	hæz
they	ðeɪ	ðeɪ
it	ɪt	ɪt
dog	dɒɡ	dɒɡ
big	bɪɡ	bɪɡ
ear	ɪr	ɪə(r)
cat	kæt	kæt
black	blæk	blæk
one	wʌn	wʌn
yes	jes	jes
that	ðæt	ðæt
boy	bɔɪ	bɔɪ
no	nəʊ	nəʊ
not	nɒt	nɒt
age	eɪdʒ	eɪdʒ
swim	swɪm	swɪm
girl	ɡɪl	ɡɪl
book	bʊk	bʊk
thing	θɪŋ	θɪŋ
such	sʌtʃ	sʌtʃ
great	ɡreɪt	ɡreɪt
time	taɪm	taɪm
know	nəʊ	nəʊ
card	kɑːrd	kɑːd
talk	tɑːk	tɑːk
much	mʌtʃ	mʌtʃ
different	ˈdɪfrənt	ˈdɪfrənt
Mr	ˈmʌstə(r)	ˈmʌstə(r)
four	fɔː(r)	fɔː(r)
family	ˈfæməli	ˈfæməli
grandfather	ˈɡrænfɑːðə(r)	ˈɡrænfɑːðə(r)
grandpa	ˈɡrænpɑː	ˈɡrænpɑː
grandmother	ˈɡrænmʌðə(r)	ˈɡrænmʌðə(r)
grandma	ˈɡrænmɑː	ˈɡrænmɑː
father	ˈfɑːðə(r)	ˈfɑːðə(r)
mother	ˈmʌðə(r)	ˈmʌðə(r)
uncle	ˈʌŋkl	ˈʌŋkl
aunt	ænt	ɑːnt
sister	ˈsɪstə(r)	ˈsɪstə(r)
cousin	ˈkʌzn	ˈkʌzn
student	ˈstjuːdnt	ˈstjuːdnt
teacher	ˈtiːtʃə(r)	ˈtiːtʃə(r)
man	mæn	mæn
men	men	men
always	ˈɔːlweɪz	ˈɔːlweɪz
wear	wer	weə(r)
tie	taɪ	taɪ
worker	ˈwɜːkər	ˈwɜːkə(r)
doctor	ˈdɑːktər	ˈdɒktə(r)
nurse	nɜːrs	nɜːs
white	waɪt	waɪt
shirt	ʃɜːrt	ʃɜːt
bus	bʌs	bʌs
driver	ˈdraɪvə(r)	ˈdraɪvə(r)
woman	ˈwʊmən	ˈwʊmən
women	ˈwɪmɪn	ˈwɪmɪn
blue	bluː	bluː
dress	dres	dres
policewoman	pəʊˈliːswʊmən	pəʊˈliːswʊmən
policewomen	pəʊˈliːswɪmɪn	pəʊˈliːswɪmɪn
yellow	ˈjeləʊ	ˈjeləʊ
child	tʃaɪld	tʃaɪld
children	ˈtʃɪldrən	ˈtʃɪldrən
pink	pɪŋk	pɪŋk
toy	tɔɪ	tɔɪ
rabbit	ˈræbɪt	ˈræbɪt
hospital	ˈhɑːspɪtl	ˈhɒspɪtl
restaurant	ˈrestrənt	ˈrestrənt
work	wɜːrk	wɜːk
people	ˈpiːpl	ˈpiːpl
there	ðeər	ðeə(r)
photo	ˈfəʊtəʊ	ˈfəʊtəʊ
photograph	ˈfəʊtəɡræf	ˈfəʊtəɡrɑːf
of	əv	əv
teach	tiːtʃ	tiːtʃ
eight	eɪt	eɪt
so	səʊ	səʊ
pretty	ˈprɪti	ˈprɪti
only	ˈɒnli	ˈɒnli
busy	ˈbɪzi	ˈbɪzi
on	ɑːn	ɒn
Saturday	ˈsætərdɪ	ˈsætədeɪ
basketball	ˈbæskɪtbɔːl	ˈbɑːskɪtbɔːl
noon	nʌn	nʌn
afternoon	ˌæftəˈnʌn	ˌɑːftəˈnʌn
parent	ˈperənt	ˈpeərənt
visit	ˈvɪzɪt	ˈvɪzɪt
grandparent	ˈɡrænperənt	ˈɡrænpeərənt
eat	iːt	iːt
watch	wɑːtʃ	wɒtʃ
television	ˈtelɪvɪʒn	ˈtelɪvɪʒn
chore	tʃɔː(r)	tʃɔː(r)
go	ɡəʊ	ɡəʊ
park	pɑːrk	pɑːk
shop	ʃəp	ʃɒp
walk	wɔːk	wɔːk
live	lɪv	lɪv
small	smɔːl	smɔːl
his	hɪz	hɪz
him	hɪm	hɪm
some	sʌm	sʌm
most	məʊst	məʊst
their	ðer	ðeə(r)
text	tekst	tekst
about	əˈbaʊt	əˈbaʊt
tree	triː	triː
show	ʃəʊ	ʃəʊ
after	əˈfɑːtər	əˈfɑːt(r)
weekend	ˈwiːkənd	ˌwiːkˈend
dinner	ˈdɪnə(r)	ˈdɪnə(r)
something	ˈsʌmθɪŋ	ˈsʌmθɪŋ
food	fuːd	fuːd
set	set	set
table	ˈteɪbl	ˈteɪbl
clean	kliːn	kliːn
up	ʌp	ʌp
job	dʒəb	dʒɒb
whose	huːz	huːz
its	ɪts	ɪts
Mrs	ˈmɪsɪz	ˈmɪsɪz
son	sʌn	sʌn
ride	raɪd	raɪd
bike	baɪk	baɪk
bicycle	ˈbaɪsɪkl	ˈbaɪsɪkl
well	wel	wel
or	ɔː(r)	ɔː(r)
tell	tel	tel
sport	spɔːrt	spɔːt
sometimes	ˈsʌmtaɪmz	ˈsʌmtaɪmz
film	film	film
home	həʊm	həʊm
member	ˈmembə(r)	ˈmembə(r)
activity	ˈækˈtɪvəti	ˈækˈtɪvəti
maths	maθs	maθs
math	maθ	maθ
study	ˈstʌdi	ˈstʌdi
hard	hɑːrd	hɑːd
middle	ˈmɪdl	ˈmɪdl
every	ˈevri	ˈevri
day	deɪ	deɪ
look	lʊk	lʊk
high	hɑɪ	hɑɪ
lot	lɑːt	lɒt
colourful	ˈkʌləfl	ˈkʌləfl
life	laɪf	laɪf
lives	laɪvz	laɪvz
biology	baiˈɑːlədʒi	baiˈblɒdʒi
Chinese	ˌtʃiˈfɑːnɪz	ˌtʃiˈfɑːnɪz
geography	dʒiˈɑːgrəfi	dʒiˈɒɡrəfi
art	ɑːrt	ɑːt
history	ˈhɪstri	ˈhɪstri
computer	ˈkʌmˈpjuːtə(r)	ˈkʌmˈpjuːtə(r)
Wednesday	ˈwenzdeɪ	ˈwenzdeɪ
English	ˈɪŋɡlɪʃ	ˈɪŋɡlɪʃ
begin	bɪˈɡɪn	bɪˈɡɪn
o'clock	əˈklɑːk	əˈklɒk
ten	ten	ten
half	hæf	hɑːf
past	pæst	pɑːst
over	ˈəʊvə(r)	ˈəʊvə(r)
quarter	ˈkwɜːtər	ˈkwɜːtə(r)
now	nəʊ	nəʊ
favourite	ˈfeɪvərɪt	ˈfeɪvərɪt
Thursday	ˈθɜːrdʒeɪ	ˈθɜːdʒeɪ
by	baɪ	baɪ
underground	ˈʌndərɡraʊnd	ˈʌndəɡraʊnd
plane	pleɪn	pleɪn
foot	fʊt	fʊt
feet	fɪːt	fɪːt
car	kɑː(r)	kɑː(r)
train	treɪn	treɪn
ship	ʃɪp	ʃɪp
boat	bəʊt	bəʊt
way	weɪ	weɪ
stop	stɑːp	stɒp
come	kʌm	kʌm
far	fɑː(r)	fɑː(r)
never	ˈnevə(r)	ˈnevə(r)
take	teɪk	teɪk
seldom	ˈseldəm	ˈseldəm
near	nɪr	nɪə(r)
library	ˈlaɪbrəri	ˈlaɪbrəri
building	ˈbɪldɪŋ	ˈbɪldɪŋ
floor	flɔː(r)	flɔː(r)
five	faɪv	faɪv
playground	ˈpleɪgraʊnd	ˈpleɪgraʊnd
next	nekst	nekst
garden	ˈɡɑːrdn	ˈɡɑːdn
flower	ˈflaʊə(r)	ˈflaʊə(r)
tidy	ˈtaɪdi	ˈtaɪdi
club	klʌb	klʌb
open	ˈəʊpən	ˈəʊpən
p.m.	pɪˈmiːm	pɪˈmiːm
Tuesday	ˈtuːzdeɪ	ˈtjuːzdeɪ
hall	hɔːl	hɔːl
song	sɔːŋ	sɒŋ
put	pʊt	pʊt
water	ˈwɔːtə(r)	ˈwɔːtə(r)
game	ɡeɪm	ɡeɪm
fun	fʌn	fʌn
raise	reɪz	reɪz
national	ˈnæʃnəl	ˈnæʃnəl
flag	flæɡ	flæɡ
start	ˈstɑːt	stɑːt
first	ˈfɜːst	fɜːst
a.m.	eɪˈem	eɪˈem
make	meɪk	meɪk
hand	hænd	hænd
answer	ˈɑːnsər	ˈɑːnsə(r)
question	ˈkwɛstʃən	ˈkwɛstʃən
box	bɑːks	bɒks
knife	naɪf	naɪf
knives	naɪvz	naɪvz
glass	ɡlæs	ɡlɑːs
dish	dɪʃ	dɪʃ
tomato	təˈmeɪtəʊ	təˈmɑːtəʊ
country	ˈkʌntri	ˈkʌntri
American	əˈmerɪkən	əˈmerɪkən
during	ˈdɜːrɪŋ	dɪˈdʒɔːrɪŋ
classroom	ˈklæsrʊm	ˈklɑːsrʊm
part	pɑːrt	pɑːt
bottle	ˈbɑːtl	ˈbɒtl
any	ˈeni	ˈeni
juice	dʒuːs	dʒuːs
blackboard	ˈblækbɔːrd	ˈblækbɔːd
desk	desk	desk
chair	tʃeər	tʃeə(r)
pencil	ˈpensl	ˈpensl
ruler	ˈruːlə(r)	ˈruːlə(r)
schoolbag	ˈskuːlbaɪg	ˈskuːlbaɪg
ball	bɔːl	bɔːl
find	faɪnd	faɪnd
lost	lɒst	lɒst
colour	ˈkʌlə(r)	ˈkʌlə(r)
end	end	end
learn	lɜːrn	lɜːn
join	dʒɔɪn	dʒɔɪn
web	web	web
page	peɪdʒ	peɪdʒ
city	ˈsɪti	ˈsɪti
welcome	ˈwelkəm	ˈwelkəm
out	aʊt	aʊt
more	mɔː(r)	mɔː(r)
want	wɑːnt	wɒnt
because	bɪˈkɔːz	bɪˈkɑːz
writer	ˈraɪtə(r)	ˈraɪtə(r)
ask	æsk	ɑːsk
sun	sʌn	sʌn
spring	sprɪŋ	sprɪŋ
summer	ˈsʌmə(r)	ˈsʌmə(r)
autumn	ˈɔːtəm	ˈɔːtəm
winter	ˈwɪntə(r)	ˈwɪntə(r)
hot	hɑːt	hɒt
cool	kuːl	kuːl
cold	kɒld	kɒld
warm	wɔːrm	wɔːm
snow	snəʊ	snəʊ
snowman	ˈsnəʊmən	ˈsnəʊmən
sunny	ˈsʌni	ˈsʌni
today	təˈdeɪ	təˈdeɪ
smart	ˈsmɑːt	ˈsmɑːt
shopper	ˈʃɑːpər	ˈʃɒpə(r)
mall	mɔːl	mɔːl
market	ˈmɑːrkɪt	ˈmɑːkɪt
bookstore	ˈbʊkstɔː(r)	ˈbʊkstɔː(r)
supermarket	ˈsuːpəmɑːrkɪt	ˈsuːpəmɑːkɪt
yuan	juːˈɑːn	juːˈɑːn
sell	sel	sel
fruit	fruːt	fruːt
scarf	ˈskɑːrf	skɑːf
sure	ʃʊər	ʃʊə(r)
list	lɪst	lɪst
bag	bæɡ	bæɡ
strawberry	ˈstrəʊbəri	ˈstrəʊbəri
kilo	ˈkiːləʊ	ˈkiːləʊ
kilogram	ˈkɪləɡræm	ˈkɪləɡræm
coffee	ˈkɒːfi	ˈkɒfi
cabbage	ˈkæbɪdʒ	ˈkæbɪdʒ
chicken	ˈtʃɪkɪn	ˈtʃɪkɪn
tofu	ˈtəʊfuː	ˈtəʊfuː
watermelon	ˈwɔːtəmələn	ˈwɔːtəmələn
carrot	ˈkærət	ˈkærət
camera	ˈkæmərə	ˈkæmərə
trousers	ˈtraʊzərz	ˈtraʊzəz
party	ˈpɑːrti	ˈpɑːti
everything	ˈevrɪθɪŋ	ˈevrɪθɪŋ
sale	seɪl	seɪl
online	ˌɒnˈlaɪn	ˌɒnˈlaɪn
mum	mʌm	mʌm
mom	mɑːm	mɒm
helmet	ˈhelmɪt	ˈhelmɪt
rider	ˈraɪdə(r)	ˈraɪdə(r)
meeting	ˈmiːtɪŋ	ˈmiːtɪŋ
manner	ˈmænə(r)	ˈmænə(r)
seat	siːt	siːt
person	ˈpɜːsɪn	ˈpɜːsɪn
wrong	rɔːŋ	rɒŋ
plate	pliːt	pliːt
chopstick	ˈtʃɑːpstɪk	ˈtʃɒpstɪk
point	pɔɪnt	pɔɪnt
drama	ˈdrɑːmə	ˈdrɑːmə
newspaper	ˈnuːzpeɪpər	ˈnjuːzpeɪpə(r)
cheer	tʃɪr	tʃɪə(r)
shoot	ʃuːt	ʃuːt
practice	ˈpræktɪs	ˈpræktɪs
hole	həʊl	həʊl
kick	kɪk	kɪk
fail	feɪl	feɪl
true	truː	truː
skill	skɪl	skɪl
teamwork	ˈtiːmwɜːrk	ˈtiːmwɜːk
player	ˈpleɪə(r)	ˈpleɪə(r)
taxi	ˈtæksi	ˈtæksi
divide	dɪˈvaɪd	dɪˈvaɪd
become	bɪˈkʌm	bɪˈkʌm
teammate	ˈtiːmmeɪt	ˈtiːmmeɪt
heart	hɑːrt	hɑːt
close	kləʊs	kləʊs
improve	ɪmˈpruːv	ɪmˈpruːv
hero	ˈhɪərəʊ	ˈhɪərəʊ
engineer	ˌendʒɪˈnɪə(r)	ˌendʒɪˈnɪə(r)
company	ˈkʌmpəni	ˈkʌmpəni
villager	ˈvɪlɪdʒə(r)	ˈvɪlɪdʒə(r)
tasty	ˈteɪsti	ˈteɪsti
means	miːnz	miːnz
loss	lɒs	lɒs
taste	teɪst	teɪst
difficulty	ˈdɪfɪkəti	ˈdɪfɪkəti
voice	vɔɪs	vɔɪs
proudly	ˈpraʊdli	ˈpraʊdli
painting	ˈpeɪntɪŋ	ˈpeɪntɪŋ
discuss	dɪˈskʌs	dɪˈskʌs
writing	ˈraɪtɪŋ	ˈraɪtɪŋ
sound	səund	səund
soccer	ˈsɑːkər	ˈsəkə(r)
channel	ˈtʃænl	ˈtʃænl
tunnel	ˈtʌnl	ˈtʌnl
difficult	ˈdɪfɪklət	ˈdɪfɪklət
project	ˈprɑːdʒekt	ˈprɒdʒekt
British	ˈbrɪtɪʃ	ˈbrɪtɪʃ
dream	driːm	driːm
chalk	tʃɔːk	tʃɔːk
copy	ˈkɑːpi	ˈkɒpi
support	səˈpɔːt	səˈpɔːt
task	tæsk	tɑːsk
goal	ɡəʊl	ɡəʊl
face	feɪs	feɪs
trust	trʌst	trʌst
lunch	lʌntʃ	lʌntʃ
rainbow	ˈraɪnbəʊ	ˈraɪnbəʊ
mistake	mɪˈsteɪk	mɪˈsteɪk
peace	paɪs	paɪs
OK	əʊˈkeɪ	əʊˈkeɪ
plan	plæn	plæn
carry	ˈkæri	ˈkæri
heavy	ˈhevi	ˈhevi
price	praɪs	praɪs
skirt	skɜːt	skɜːt
decide	dɪˈsaɪd	dɪˈsaɪd
pocket	ˈpɑːkɪt	ˈpɒkɪt
save	seɪv	seɪv
notebook	ˈnəʊtbʊk	ˈnəʊtbʊk
between	bɪˈtwiːn	bɪˈtwiːn
wisely	ˈwɪzli	ˈwɪzli
waste	weɪst	weɪst
try	traɪ	traɪ
possible	ˈpɑːsəbl	ˈpɒsəbl
store	stɔː(r)	stɔː(r)
careful	ˈkɛrfl	ˈkæʃl
expensive	ɪkˈspensɪv	ɪkˈspensɪv
choice	tʃɔɪs	tʃɔɪs
check	tʃek	tʃek
payment	ˈpeɪmənt	ˈpeɪmənt
again	əˈɡeɪn	əˈɡeɪn
example	ɪɡˈzæmpl	ɪɡˈzɑːmpl
if	ɪf	ɪf
share	ʃər	ʃeə(r)
same	seɪm	seɪm
pay	peɪ	peɪ
piece	paɪs	paɪs
bread	bred	bred
sandwich	ˈsænwɪtʃ	ˈsænwɪtʃ
thirsty	ˈθɜːstɪ	ˈθɜːsti
packet	ˈpækɪt	ˈpækɪt
meat	miːt	miːt
cost	kəʊst	kɒst
bed	bed	bed
breakfast	ˈbrekfəst	ˈbrekfəst
bowl	baʊl	baʊl
scissors	ˈsɪzəz	ˈsɪzəz
colored	ˈkʌlərd	ˈkʌləd
cup	kʌp	kʌp
cotton	ˈkɑːtn	ˈkɒtn
sock	sɑːk	sɒk
may	meɪ	meɪ
honey	ˈhʌni	ˈhʌni
sweater	ˈswetə(r)	ˈswetə(r)
cheap	tʃiːp	tʃiːp
bad	bæd	bæd
group	gruːp	gruːp
carefully	ˈkɛrfəli	ˈkɛrəfəli
ad	æd	æd
advertisement	ædˈvɜːtəzmənt	ədˈvɜːtɪsmənt
beginning	bɪˈɡɪnɪŋ	bɪˈɡɪnɪŋ
banana	bəˈnænə	bəˈnɑːnə
just	dʒʌst	dʒʌst
stay	steɪ	steɪ
size	saɪz	saɪz
special	ˈspeʃəl	ˈspeʃəl
wait	weɪt	weɪt
free	friː	friː
order	ˈɔːrdər	ˈɔːdə(r)
planet	ˈplænɪt	ˈplænɪt
ocean	ˈəʊʃn	ˈəʊʃn
metre	ˈmiːtrə(r)	ˈmiːtrə(r)
kilometre	kɪˈlɒmɪtriː	kɪˈlɒmɪtriː
through	θruː	θruː
eastern	ˈɪstərn	ˈɪstən
freshwater	ˈfriːfwɔːtə(r)	ˈfriːfwɔːtə(r)
million	ˈmɪljən	ˈmɪljən
